,Product Name ,Product Cost,Link,Product_Img_Link,HighLight,Description,Specification,feedback ,seller
10,Plum Coconut Milk & Peptides strength & shine shampoo | Smoothens strands  (250 ml),₹314,https://www.flipkart.com/plum-coconut-milk-peptides-strength-shine-shampoo-smoothens-strands/p/itm1f01d0c497a77?pid=SMPGM7YVTRP3EGFZ&lid=LSTSMPGM7YVTRP3EGFZLYE0AS&marketplace=FLIPKART&q=shampoo&store=g9b%2Flcf%2Fqqm%2Ft36&otracker=search&otracker1=search&fm=organic&iid=en_pe7SYu%2BZTIIC52qoMgwsd9aaOEbk6wKnxebo9nZr3QPpBDIJZzrUB1BS1Ny9wf9%2BuXGKTE15uEGO7BJCbT6yXg%3D%3D&ppt=None&ppn=None&ssid=fx6kqthzi80000001687456784816&qH=186764a607df448c,https://rukminim1.flixcart.com/image/612/612/xif0q/shampoo/i/0/x/250-coconut-milk-peptides-strength-shine-shampoo-smoothens-original-imagppevzpahhppa.jpeg?q=70,"Daily Care, Damage Repair, Softening & Silkening, Dryness Care, Frizz Control, Hair Shine Shampoo Ideal For: Men & Women Suitable For: All Hair Types","It takes just 3 minutes to get shiny and strong hair! Say goodbye to dullness, and hello to shine!
Softer, shinier, and healthier-looking hair is what this creamy, nourishing shampoo is all about. Enriched with Coconut Milk & Pea Peptide!
Ingredients:
• Coconut Milk – An ingredient that is rich in lipids (blend of fatty acids) and filled with vitamins, coconut milk helps enhance hair’s natural shine and restores hair moisture. Being rich in fatty acids, coconut has a high affinity for hair proteins & because of its low molecular weight, it can penetrate the hair shaft and keeps hair healthy and moisturised
• Pea Peptide – They are short chains of amino acids which act as building blocks of proteins like keratin in the hair. They help strengthen hair and smoothen out strands as well.","Applied For	Daily Care, Damage Repair, Softening & Silkening, Dryness Care, Frizz Control, Hair Shine
Hair Type	All Hair Types
Container Type	Dispenser
Ideal For	Men & Women
pack_of	1","Very nice shampoo worth money...After one wash my hair was very shine and silky ....Super shampoo i love it :- Same as ayur coconut shampoo, but only difference ayur shampoo is cheaper cost than plum coconut shampoo.....not recommended anyone....better buy ayur coconut shampoo instead of this :- ok product",PlumGoodness4.8
11,"mamaEarth Rice Water Shampoo With Rice Water & Keratin For Damaged, Dry and Frizzy Hair  (250 ml)",₹324,https://www.flipkart.com/mamaearth-rice-water-shampoo-keratin-damaged-dry-frizzy-hair/p/itm8683f30adeb7f?pid=SMPGFGBQV2URFQNY&lid=LSTSMPGFGBQV2URFQNYBPX7M1&marketplace=FLIPKART&q=shampoo&store=g9b%2Flcf%2Fqqm%2Ft36&otracker=search&otracker1=search&fm=organic&iid=en_pe7SYu%2BZTIIC52qoMgwsd9aaOEbk6wKnxebo9nZr3QObauBWbLuCFmzlwE3h%2FRIggX%2BMXIb4%2B4JT6f3zaBJdTQ%3D%3D&ppt=None&ppn=None&ssid=fx6kqthzi80000001687456784816&qH=186764a607df448c,https://rukminim1.flixcart.com/image/612/612/l3ahpjk0/shampoo/9/1/w/250-rice-water-shampoo-with-rice-water-keratin-for-damaged-dry-original-imagefwvmf7bqcdz.jpeg?q=70,Damage Repair Shampoo Ideal For: Men & Women Suitable For: All Hair Types,No Description,"Applied For	Damage Repair
Hair Type	All Hair Types
Ideal For	Men & Women",Good product...   Delivery boy was really friendly and super helpful with us😌Delivery was quick..Thank You Flipkart ✨ :- After using almost a month I can confidently say that if u r also having rough dull dry and frizzy hairs then just go for it blindly.😉😉😉 It has prevented my hair breakages and given such a smooth and silky soft texture to my hairs just can't explain it...It is the best ever chemical free shampoo I had ever tried...Loved it❤ :- I am using it around 4 months now. My hair is very dry and frizzy. When I start using this my hair became soft and frizz free  also my hairfall stop . This is my 2 nd bottle and I'm loving this one.,HonasaConsumerLtd4.6
12,DOVE Hair Fall Rescue Nourishing Shampoo  (1 L),₹455,https://www.flipkart.com/dove-hair-fall-rescue-nourishing-shampoo/p/itm42abe018b5c7b?pid=SMPF9HSZYAGDZMVR&lid=LSTSMPF9HSZYAGDZMVRLMYELA&marketplace=FLIPKART&q=shampoo&store=g9b%2Flcf%2Fqqm%2Ft36&spotlightTagId=BestsellerId_g9b%2Flcf%2Fqqm%2Ft36&otracker=search&otracker1=search&fm=organic&iid=c8063d56-a382-4533-b90f-6305d863b087.SMPF9HSZYAGDZMVR.SEARCH&ppt=None&ppn=None&ssid=fx6kqthzi80000001687456784816&qH=186764a607df448c,https://rukminim1.flixcart.com/image/612/612/xif0q/shampoo/w/z/i/-original-imagzhdtndgknu25.jpeg?q=70,Anti-hair Fall Shampoo Ideal For: Men & Women Suitable For: All Hair Types Composition: Ingredients: On Tag,"
	You know what’s one of the greatest worries women have? It’s hair fall. And seeing hair strands in our comb can be daunting. That’s why Dove brings you this hair fall rescue shampoo. Combat hair fall and add some bounce to your hair by using this shampoo.

Healthy Hair
	Apart from combating hair fall, this shampoo deeply nourishes damaged hair from root to tip and makes hair visibly fuller.

Gentle Formula
	This shampoo is so gentle that you can use it every day.
","Applied For	Anti-hair Fall
Hair Type	All Hair Types
Composition	Ingredients: On Tag
Container Type	Plastic Bottle
Ideal For	Men & Women
pack_of	1","good shampoo in terms of silky hair. But if u buy this for hairfall rescue, it will work for that too... it will rescue you from hairfall permanently by making you bald. Not easy to notice when you bath but surely you'll lose hair. Once i stopped using this, my hair volume was normal again. :- I got a good packing of products. I have been using for 4-5 years.  its texture is so creamy. Me & My mom both are using dove shampoo. It's give us shiny nd smooth Hair. Love it 😍 :- Nice product flipkart delivery is very fast and good packagingthis is very good fragrance and nice smell hairfall is now stopped little bit",SURICYBCOMBazaar4.7
13,HEAD & SHOULDERS Cool Menthol Anti-Dandruff Shampoo for Scalp Protection  (340 ml),₹352,https://www.flipkart.com/head-shoulders-cool-menthol-anti-dandruff-shampoo-scalp-protection/p/itm75826181813f3?pid=SMPFGUN2TACXXRTE&lid=LSTSMPFGUN2TACXXRTEABASY9&marketplace=FLIPKART&q=shampoo&store=g9b%2Flcf%2Fqqm%2Ft36&otracker=search&otracker1=search&fm=organic&iid=c8063d56-a382-4533-b90f-6305d863b087.SMPFGUN2TACXXRTE.SEARCH&ppt=None&ppn=None&ssid=fx6kqthzi80000001687456784816&qH=186764a607df448c,https://rukminim1.flixcart.com/image/612/612/klfhk7k0hlty2aw/shampoo/r/q/l/180-cool-menthol-head-shoulder-original-imagykegkwj7fkbm.jpeg?q=70,"Anti-dandruff, Scalp Cleansing Shampoo Ideal For: Men & Women Suitable For: All Hair Types Composition: Ingredients: On Tag",All types of shampoos are giving you best result for all types of hair problem all shampoo are best for you. Nourish your scalp with the moisturizing goodness of real natural effect softens and cleanses your hair leaving it healthier with every wash. Giving Long Strongest & Best Hair .giving You All Problems Free Hair Afte Use This Shampoo,"Applied For	Anti-dandruff, Scalp Cleansing
Hair Type	All Hair Types
Composition	Ingredients: On Tag
Container Type	Plastic Bottle
Ideal For	Men & Women
pack_of	1
Country of Origin	india","Not up to the mark of earlier shampoos I used of H&S. I have used H&S Cool Menthol before, you will get cool soothing effect after use. This seems to be sub standard. Many people rated here might be never used the standard H&S Cool Menthol Shampoo or they are first time users.1/4th of the price means the quality also 1/4th as it seems to me. :- Shampoo Nice and good product  and cool menthol is super :- super product..feels cool cool after applying in my scalp..it is also helpful for dandruff..best shampoo.. packaging was also good",SURICYBCOMBazaar4.7
14,"Dabur Almond Intense Repair Shampoo for Dull, Dry and Weak Hair  (650 ml)",₹373,https://www.flipkart.com/dabur-almond-intense-repair-shampoo-dull-dry-weak-hair/p/itmfa8946572ab26?pid=SMPFGMHKXGKBZMGU&lid=LSTSMPFGMHKXGKBZMGU8LB89F&marketplace=FLIPKART&q=shampoo&store=g9b%2Flcf%2Fqqm%2Ft36&spotlightTagId=BestsellerId_g9b%2Flcf%2Fqqm%2Ft36&otracker=search&otracker1=search&fm=organic&iid=c8063d56-a382-4533-b90f-6305d863b087.SMPFGMHKXGKBZMGU.SEARCH&ppt=None&ppn=None&ssid=fx6kqthzi80000001687456784816&qH=186764a607df448c,https://rukminim1.flixcart.com/image/612/612/xif0q/shampoo/8/o/y/-original-imagpy9ggxnhud9p.jpeg?q=70,Dryness Care Shampoo Ideal For: Men & Women Suitable For: Dry Hair Composition: Almond Extract,"If you suffer from dry hair, and want a remedy that's natural and won't further damage your hair, Dabur Almond Shampoo is your friend.

This ultra nourishing shampoo is made using Almond Vita Complex and Milk extracts for smooth hair and a scalp that feels replenished. Regular use will make your hair silky soft and shine beautifully.","Applied For	Dryness Care
Hair Type	Dry Hair
Composition	Almond Extract
Container Type	Plastic Bottle
Ideal For	Men & Women
pack_of	1",Best shampooo..I think it really suitable for all hair..and also have a good smell...really worth it..you musyt buy....you will love it... definitely... :- Nice product but filhal mena abhi es product ko use nhi kiya h according to price nice product I'm buy this product only 180 :- Good shampoo,METHOMecom4.9
15,HEAD & SHOULDERS Smooth and Silky Anti Dandruff Shampoo for Softer and Smoother Hair  (1 L),₹776,https://www.flipkart.com/head-shoulders-smooth-silky-anti-dandruff-shampoo-softer-smoother-hair/p/itm4d1d0a0d5e49b?pid=SMPFYG2TYVHGJZB2&lid=LSTSMPFYG2TYVHGJZB2QQDCVJ&marketplace=FLIPKART&q=shampoo&store=g9b%2Flcf%2Fqqm%2Ft36&otracker=search&otracker1=search&fm=organic&iid=c8063d56-a382-4533-b90f-6305d863b087.SMPFYG2TYVHGJZB2.SEARCH&ppt=None&ppn=None&ssid=fx6kqthzi80000001687456784816&qH=186764a607df448c,https://rukminim1.flixcart.com/image/612/612/kljrvrk0/shampoo/m/p/y/1-smooth-silky-head-shoulders-original-imagyn9zgknsbgkg.jpeg?q=70,Anti-dandruff Shampoo Ideal For: Men & Women Suitable For: All Hair Types Composition: NA,"Go from dry and frizzy hair to smooth and silky hair in just one wash. Head & Shoulders Smooth & Silky Anti-Dandruff Shampoo is formulated with added moisturizers to cleanse and restore dry, frizzy hair and leave you with dandruff free hair*. Go ahead, run your hands through your hair again.
(*visible flakes only, with regular use) - 24 hour frizz control for smooth, beautiful-looking hair - Gentle pH balanced formula for everyday use, even on color treated hair","Applied For	Anti-dandruff
Hair Type	All Hair Types
Composition	NA
Container Type	Dispenser
Ideal For	Men & Women
pack_of	1",awesome product... worth of money and great discount also... very happy with Flipkart 😍 :- very much satisfied with this product worth every penny.. and it packed very nicely go for it guys. so I give five star but actually it must be more than ten star  really very nice :- Such a nice purchase 😍😍 packaging was too good and fast delivery........ it's make really smooth and silky  hair ....... love the sweet fragrance 😍😍 Nothing to tell more just go for it 👍 highly recommend it,Ezig4.8
16,"BIOLAGE SMOOTHPROOF Shampoo for Frizzy Hair, Controls Frizz, Vegan & No Added Parabens  (200 ml)",₹235,https://www.flipkart.com/biolage-smoothproof-shampoo-frizzy-hair-controls-frizz-vegan-no-added-parabens/p/itm6d4cb938ff3b1?pid=SMPFWP4YKZJJFGGE&lid=LSTSMPFWP4YKZJJFGGEVI6RTT&marketplace=FLIPKART&q=shampoo&store=g9b%2Flcf%2Fqqm%2Ft36&otracker=search&otracker1=search&fm=organic&iid=en_pe7SYu%2BZTIIC52qoMgwsd9aaOEbk6wKnxebo9nZr3QMm%2BRaTMX2FqcmS9iv0nffBavHDIlyO8jfJYRF%2BlRZsCA%3D%3D&ppt=None&ppn=None&ssid=fx6kqthzi80000001687456784816&qH=186764a607df448c,https://rukminim1.flixcart.com/image/612/612/xif0q/shampoo/z/s/1/-original-imagqezmbv4qutfu.jpeg?q=70,Frizz Control Shampoo Ideal For: Men & Women Suitable For: Frizzy Hair Composition: Camellia Flower,"Powered by exotic, humidity resistant Camellia flower. Paraben free shampoo that covers hair in a nourishing shield to provide frizz control and smoothness. Gives perfectly smooth, frizz-free hair for upto 72 hours When using the system of SMOOTHPROOF shampoo, conditioner and serum vs. a non-conditioning shampoo. 
How to use - Apply to wet hair with a gentle massaging motion. Lather well. Rinse the hair, for best results follow up with a SMOOTHPROOF conditioner.","Applied For	Frizz Control
Hair Type	Frizzy Hair
Composition	Camellia Flower
Container Type	Plastic Bottle
Ideal For	Men & Women
pack_of	1",This purchase was after I saw a beauty vlogger gave her review which made me curious to try this out and surely I am so happy that I found a perfect shampoo for my frizzy and flyaway....this shampoo works perfect with the conditioner and surely recommend this for anyone who are struggling with frizzy hair and flyaway....these are my experience with the shampoo and might work differently for different people. For me its good !! :- ❤️❤️ my hair make smooth n soft it's really work 👍 :- As a curly hair girl i personally love this shampoo. If you want frizz free hair or if you are someone who has done any kind of hair treatments then definitely go for this product. Thanks to the seller and flipkart :),SURICYBCOMBazaar4.7
17,Just Herbs Castor & Onion for Hair Growth and Fall Control Shampoo  (200 ml),₹337,https://www.flipkart.com/just-herbs-castor-onion-hair-growth-fall-control-shampoo/p/itm202c7a6f61c2c?pid=SMPGE3W2TGHQH9H4&lid=LSTSMPGE3W2TGHQH9H4TLJ6GA&marketplace=FLIPKART&q=shampoo&store=g9b%2Flcf%2Fqqm%2Ft36&otracker=search&otracker1=search&fm=organic&iid=en_pe7SYu%2BZTIIC52qoMgwsd9aaOEbk6wKnxebo9nZr3QOAcXl21MX0Y2ZHynOF8Rgrtbzu9pXW%2FN8%2FAaYecZQlmA%3D%3D&ppt=None&ppn=None&ssid=fx6kqthzi80000001687456784816&qH=186764a607df448c,https://rukminim1.flixcart.com/image/612/612/l3ahpjk0/shampoo/k/s/t/200-anti-hairfall-shampoo-with-castor-black-onion-seed-oil-for-original-imagegf85hb9ybdx.jpeg?q=70,"Anti-hair Fall, Anti-dandruff, Scalp Cleansing, Hair Shine, Nourishment & Moisturization, Daily Care, Color Protection Shampoo Ideal For: Men & Women Suitable For: All Hair Types Composition: Castor Seed Oil Strengthens hair strands, promotes hair growth & nourishes the dry scalp., Black Onion Seed Maintains scalp health by addressing issues such as dandruff while keeping the scalp moisturised., Bhringraj A medicinal plant with anti-bacterial properties that prevents dandruff, itchiness & premature greying.","Just Herbs Onion Shampoo for hair fall is formulated with hair growth boosting ingredients like Castor Seed Oil, Black Onion Seed, Amla & Bhringraj.
A mildly foaming, sulphate-free, ayurvedic, anti-dandruff & anti-hair fall shampoo for men & women helps delay premature greying while improving overall hair health.
It also reduces frizz, dryness improves hair texture, and strengthens the strands.","Applied For	Anti-hair Fall, Anti-dandruff, Scalp Cleansing, Hair Shine, Nourishment & Moisturization, Daily Care, Color Protection
Hair Type	All Hair Types
Composition	Castor Seed Oil Strengthens hair strands, promotes hair growth & nourishes the dry scalp., Black Onion Seed Maintains scalp health by addressing issues such as dandruff while keeping the scalp moisturised., Bhringraj A medicinal plant with anti-bacterial properties that prevents dandruff, itchiness & premature greying.
Container Type	Plastic Bottle
Ideal For	Men & Women
pack_of	1
Country of Origin	India","Excellent quality very very mild and works like a charm for dry hair. Quality feels premium and have nice fragrance overall value for money. Bought after watching fit tuber :- I got the conditioner in free giveaway on sale. It was a great deal. What an refreshing smell both the products have. Shampoo has little thick but flowable consistency. I bought it after the recommendation of fituber,a youtuber. As well it is total natural product will almost zero additives and preservatives. Therefore it's price is on higher side. Do a patch test as it's not necessary that all natural would suit everyone. Result:- it doesn't dry out hair after washing. It foams very well, ... :- Good product bt price is little bit high and it makes hair little rough u have to apply serum before tangling hair",JustHerbs4.6
18,SESA Ayurvedic Medicinal Shampoo Hair Fall Control in 15 days with Bhringraj - 500 ml  (500 ml),₹303,https://www.flipkart.com/sesa-ayurvedic-medicinal-shampoo-hair-fall-control-15-days-bhringraj-500-ml/p/itmc060f56e29fea?pid=SMPGCAKAU8JCGQZC&lid=LSTSMPGCAKAU8JCGQZCSYMNGF&marketplace=FLIPKART&q=shampoo&store=g9b%2Flcf%2Fqqm%2Ft36&otracker=search&otracker1=search&fm=organic&iid=c8063d56-a382-4533-b90f-6305d863b087.SMPGCAKAU8JCGQZC.SEARCH&ppt=None&ppn=None&ssid=fx6kqthzi80000001687456784816&qH=186764a607df448c,https://rukminim1.flixcart.com/image/612/612/l1xwqkw0/shampoo/l/m/5/500-ayurvedic-medicinal-shampoo-hair-fall-control-in-15-days-original-imagdebykb4gzufm.jpeg?q=70,"Anti-hair Fall, Anti-dandruff, Nourishment & Moisturization, Scalp Cleansing Shampoo Ideal For: Men & Women Suitable For: All Hair Types",No Description,"Applied For	Anti-hair Fall, Anti-dandruff, Nourishment & Moisturization, Scalp Cleansing
Hair Type	All Hair Types
Container Type	Plastic Bottle
Ideal For	Men & Women
pack_of	1
Country of Origin	India","I am using this product since 15 days. This shampoo is overall genuine and gentle on hairs. It has an ayurvedic composition and a required amount of foam causing chemical also, but that is not harmful. It may seem a little strong but what I feel that it's only little and that's not harmful. But I suggest one thing, it's effect highly depends on the way you use it. If you apply any shampoo in a rough manner and also repeatedly and daily, it will definitely cause damage. So apply it gently, ... :- Lately My mother was having extreme hair fall..this shampoo was highly effective on my mother’s hair, seeing that I also started using and got positive results..the shampoo will generate below average foam since it is herbal..if you want to control your hairfall and at the same time planning to switch to chemical free products..you must definitely go for it! :- Received it today, let's see how it works 🤞.Overall packaging was great, service ✅, fragrance is also good and kinda strong , and foam was ya good. May be i would edit the review after noticing the effects .",SESA CARE4.3
19,Clinic Plus Strong & Long Shampoo  (1 L),₹460,https://www.flipkart.com/clinic-plus-strong-long-shampoo/p/itmfhc9yryfunbzf?pid=SMPG2ZXWAEHA2GNQ&lid=LSTSMPG2ZXWAEHA2GNQRT0NFC&marketplace=FLIPKART&q=shampoo&store=g9b%2Flcf%2Fqqm%2Ft36&otracker=search&otracker1=search&fm=organic&iid=c8063d56-a382-4533-b90f-6305d863b087.SMPG2ZXWAEHA2GNQ.SEARCH&ppt=None&ppn=None&ssid=fx6kqthzi80000001687456784816&qH=186764a607df448c,https://rukminim1.flixcart.com/image/612/612/l33cia80/shampoo/k/s/p/-original-imageacgvdgqnv4z.jpeg?q=70,Hair Volumizing Shampoo Ideal For: Women Suitable For: All Hair Types,"While girls are born strong however they are raised weak due to societal conditioning and this comes in the way of achieving their true potential.
Clinic Plus believes that girls must be raised strong so that they have the ability to stand-up to the societys detractors who come in the way of her potential.
 And as a mother you can raise her strong, by constantly instilling values such as resilience determination and courage. This would make her foundationally strong to face any challenge in life. 
While you give the foundational strength to your daughter, Clinic Plus shampoo believes that your daughters hair must also be foundationally strong. 
Thats why New Clinic Plus shampoo with Shikakai, Reetha & Amla helps nourishs hair from root to tip & makes them strong and naturally long.","Applied For	Hair Volumizing
Hair Type	All Hair Types
Container Type	Plastic Bottle
Ideal For	Women
pack_of	1
Country of Origin	India",Good product :- Good :- good product,SURICYBCOMBazaar4.7
20,PARK AVENUE Beer Damage Free Shampoo  (350 ml),₹180,https://www.flipkart.com/park-avenue-beer-damage-free-shampoo/p/itmf4p9t6hbsdwqu?pid=SMPF63BUNRWJRFPT&lid=LSTSMPF63BUNRWJRFPTKYI1SD&marketplace=FLIPKART&q=shampoo&store=g9b%2Flcf%2Fqqm%2Ft36&otracker=search&otracker1=search&fm=organic&iid=en_pe7SYu%2BZTIIC52qoMgwsd9aaOEbk6wKnxebo9nZr3QPh2m3TkvuJtY7KE2CfEREm7fhj2bHGnV5hPkKux%2FNkMA%3D%3D&ppt=None&ppn=None&ssid=fx6kqthzi80000001687456784816&qH=186764a607df448c,https://rukminim1.flixcart.com/image/612/612/kv5kfww0/shampoo/x/q/n/damage-free-hair-beer-shampoo-park-avenue-original-imag84apfehn2ych.jpeg?q=70,Damage Repair Shampoo Ideal For: Men & Women Suitable For: All Hair Types Composition: Ingredients on Tag,No Description,"Applied For	Damage Repair
Hair Type	All Hair Types
Composition	Ingredients on Tag
Container Type	Plastic Bottle
Ideal For	Men & Women
pack_of	1
Country of Origin	india",I used it last 9 months regularly... it is just awesome... when you use it regularly your hairs are very smooth and soft ...There is no dandruff in your hairs ...thank you  so  much Flipkart For this awesome product delivered me.... Superfast Delivery... happy 😄😘 :- No doubt Product is Good but not very good bacause it's contain lots of chemical and if you really want to use it first do some deep  research then buy bacause this shampoo is not good for all type of hair that's why you must be careful about it  before buy......... thank you if it's help.... :- shampoo is good. it makes ur hair more silky and tangle free. it feels like conditioner after using coz is super soft. smells good and gives u a great hair look,DIIATBonline4.8
21,"St.Botanica Pro Keratin & Argan Oil Smooth Therapy Shampoo, 300ml - Intense Hair Repair For Dry, Damaged & Color Treated Hair, No Parabens, Silicons or SLS/Sulphate  (300 ml)",₹359,https://www.flipkart.com/st-botanica-pro-keratin-argan-oil-smooth-therapy-shampoo-300ml-intense-hair-repair-dry-damaged-color-treated-hair-no-parabens-silicons-sls-sulphate/p/itmeeecec497af65?pid=SMPFJHN5KFYZVC2A&lid=LSTSMPFJHN5KFYZVC2AHFS0NZ&marketplace=FLIPKART&q=shampoo&store=g9b%2Flcf%2Fqqm%2Ft36&otracker=search&otracker1=search&fm=organic&iid=en_pe7SYu%2BZTIIC52qoMgwsd9aaOEbk6wKnxebo9nZr3QMBMn4yYWGiTwGaOuuFkpBqZUbB8%2FUhuVYgBvfUBQ2Z4w%3D%3D&ppt=None&ppn=None&ssid=fx6kqthzi80000001687456784816&qH=186764a607df448c,https://rukminim1.flixcart.com/image/612/612/l5h2xe80/shampoo/l/u/q/-original-imagg4wgccpwjhjp.jpeg?q=70,"Damage Repair Shampoo Ideal For: Men & Women Suitable For: All Hair Types Composition: Purified Water, Sodium Cocoyl Isethionate (Derived from coconut), Sodium Lauroyl Sarcosinate (Derived from coconut), Vegetable Glycerin, Beheneth-25 Methacrylate Copolymer, Cocamidopropyl Betaine (Derived from coconut oil), Ethylene Glycol Distearate, Guar Hydroxypropyltrimonium Chloride (Derived from guar gum), Polyquaternium 10,",No Description,"Applied For	Damage Repair
Hair Type	All Hair Types
Composition	Purified Water, Sodium Cocoyl Isethionate (Derived from coconut), Sodium Lauroyl Sarcosinate (Derived from coconut), Vegetable Glycerin, Beheneth-25 Methacrylate Copolymer, Cocamidopropyl Betaine (Derived from coconut oil), Ethylene Glycol Distearate, Guar Hydroxypropyltrimonium Chloride (Derived from guar gum), Polyquaternium 10,
Container Type	Plastic Bottle
Ideal For	Men & Women
pack_of	1
Country of Origin	India","I purchased this product for my wife. She has started using this Pro keratin & Argan oil shampoo almost 3 weeks back. Before I share my review on this product, I must say my wife has some really dry hair and unfortunately her journalism work demands her to travel a lot, which exposes her to dust, dirt, pollution and what not! Just video chatting with her last night, I noticed her hair quality has shown some good changes and asked her about it, and she said she is using this shampoo and likin... :- I've been using it along with the conditioner with the same name. They should be used together for best results. I've attached a picture to show the difference in their feel and colour. The shampoo is thinner and off white while the conditioner is creamier.Pros - = It is made from amazing ingredients like Argan Oil, Bhringraj Oil and Sweet Almond Oil. It's chemical free too. = It effectively cleans the hair and makes them smooth. = The smell lasts long. = It feels premium and should be ... :- This is the first time I am using this product. It was available in neat package arrived at time. Comparing with other shampoos, this extremely suited my hair well. No frizz,  good smell and easy to use. I get headache and hair fall whenever I use other shampoos, but this one proved me wrong. It retains moisture in the scalp. No sulphate and parabens. So very safe to use and an user friendly. The cost was a bit more, but comparing it's quality and other sulphate free shampoos St. Botanica is ...",STBOTANICA4.7
